Music,Techno,Movies,History,Mathematics,Pets,Spiders,Loneliness,Parents Advice,Internet usage,Finances,Age,Siblings,Gender,Village - town,Feels Lonely
4,4,5,2,3,4,5,2,Often,few hours a day,3,20,0,female,city,False
5,3,5,3,3,3,1,5,Often,few hours a day,5,19,1,male,village,True
5,4,5,1,3,2,5,2,Often,few hours a day,5,20,1,female,city,False
5,2,5,1,2,3,1,4,Often,most of the day,4,18,2,male,city,True
5,4,5,3,3,5,3,4,Often,few hours a day,2,23,1,male,city,False
5,5,5,5,4,1,5,1,Often,few hours a day,3,23,2,male,city,False
5,3,5,1,1,5,1,3,Often,few hours a day,4,19,1,female,city,True
5,1,5,3,1,5,1,1,Often,few hours a day,4,19,0,female,city,False
5,3,5,3,1,3,4,4,Often,few hours a day,2,23,3,female,city,False
5,1,3,5,3,1,1,4,Often,less than an hour a day,5,21,1,female,village,False
5,1,4,5,2,5,4,3,Often,few hours a day,2,27,1,female,city,False
5,2,5,5,5,4,1,2,Often,few hours a day,4,18,1,male,city,True
5,3,4,3,3,3,3,2,Often,few hours a day,4,18,1,male,city,False
4,1,4,2,3,5,2,4,Often,most of the day,1,18,0,female,city,True
4,4,5,4,5,5,1,1,Often,less than an hour a day,3,27,5,male,village,False
5,3,5,4,1,4,2,4,Often,few hours a day,3,20,1,female,city,True
4,4,5,3,1,5,4,3,Often,few hours a day,3,20,1,female,city,False
5,5,4,3,1,5,1,3,Often,less than an hour a day,4,20,1,female,village,False
5,1,5,3,1,1,5,4,Often,few hours a day,2,18,1,female,city,False
5,1,3,4,1,2,2,2,Often,few hours a day,3,20,0,male,NaN,True
5,5,5,3,4,5,1,4,Often,few hours a day,4,18,0,female,city,False
5,1,5,5,1,5,4,3,Often,few hours a day,3,20,0,female,city,False
5,4,5,3,2,5,2,2,Often,less than an hour a day,2,19,2,female,city,False
5,2,5,1,1,5,5,1,Often,most of the day,1,18,0,female,city,False
5,1,5,2,1,1,5,4,Often,few hours a day,2,17,1,female,city,True
5,1,4,2,1,5,2,2,Often,most of the day,5,22,1,female,city,False
1,1,5,5,3,1,1,4,Often,few hours a day,3,18,0,male,city,False
5,1,4,1,3,4,1,3,Often,few hours a day,2,18,2,male,city,False
5,1,5,5,1,3,5,2,Often,less than an hour a day,1,18,2,female,city,False
5,3,5,4,2,3,5,4,Often,few hours a day,3,19,1,female,city,True
5,1,5,5,2,4,4,4,Often,few hours a day,2,21,2,female,city,False
5,2,5,2,3,3,5,2,Often,few hours a day,2,20,1,female,city,True
5,2,5,2,4,2,4,2,Often,few hours a day,4,19,1,female,city,False
4,4,5,2,1,5,5,3,Often,few hours a day,3,19,1,female,city,False
5,2,5,3,3,5,5,2,Often,less than an hour a day,3,19,0,female,city,False
5,1,5,4,1,2,1,5,Often,few hours a day,4,24.0      1,0,female,city,True
5,1,5,5,2,1,2,3,Often,few hours a day,2,21,1,female,city,False
5,1,5,2,1,4,1,3,Often,most of the day,1,20,3,female,city,False
4,4,5,1,2,5,4,3,Often,few hours a day,5,18,1,female,city,True
4,4,5,2,4,4,2,2,Often,less than an hour a day,4,26,3,male,city,False
5,1,3,3,5,4,5,3,Often,less than an hour a day,4,18,1,female,city,False
5,2,5,3,2,2,4,3,Often,few hours a day,4,21,1,female,city,True
5,3,5,3,1,4,2,2,Often,few hours a day,4,18,1,female,city,False
4,3,4,5,2,2,1,1,Often,few hours a day,2,21,1,male,village,False
5,2,4,2,2,4,1,2,Often,few hours a day,4,18,0,male,village,False
5,1,5,4,3,5,5,2,Often,few hours a day,4,25,1,female,city,False
5,4,5,3,4,5,1,2,Often,few hours a day,2,21,2,male,city,False
3,5,4,2,1,5,3,2,Often,few hours a day,2,21,1,female,village,False
5,5,5,2,1,5,2,2,Often,most of the day,4,20,1,male,village,False
5,4,5,3,1,4,2,2,Often,few hours a day,4,18,1,female,city,False
5,1,5,5,1,5,5,2,Often,less than an hour a day,4,19,1,female,city,False
5,1,4,2,3,3,5,3,Often,few hours a day,2,27,0,male,city,True
5,3,5,4,3,5,2,1,Often,few hours a day,4,19,2,male,village,False
4,1,5,2,1,5,5,2,Often,few hours a day,5,17,0,female,city,False
5,1,4,2,1,4,5,5,Often,few hours a day,3,21,1,female,city,False
5,1,4,2,5,5,3,4,Often,few hours a day,3,18,3,female,village,False
5,5,5,2,2,5,5,4,Often,few hours a day,4,23,4,female,city,False
5,4,5,5,5,4,1,2,Often,few hours a day,2,30,2,male,city,True
4,3,3,4,4,3,2,2,Often,few hours a day,5,16,1,female,village,False
5,1,4,1,3,3,2,2,Often,most of the day,4,24,1,female,city,True
5,1,4,3,4,3,2,1,Often,few hours a day,2,20,3,male,city,False
5,4,5,4,4,3,4,3,Often,few hours a day,3,19,1,male,city,False
4,2,5,2,1,3,4,2,Often,less than an hour a day,2,21,1,male,city,True
5,1,5,4,3,3,1,4,Often,few hours a day,4,19,0,female,city,False
5,3,5,4,1,1,1,4,Often,few hours a day,4,19,2,female,village,False
5,3,5,4,1,5,3,3,Often,few hours a day,3,21,1,male,city,False
5,3,4,4,3,4,NaN,3,Often,less than an hour a day,4,22,1,female,village,True
5,1,4,5,5,5,1,4,Often,few hours a day,4,23,1,female,village,False
5,1,5,5,4,1,1,2,Often,few hours a day,4,18,0,female,city,True
5,3,5,2,2,2,3,4,Often,few hours a day,3,18,1,male,city,False
5,2,5,4,1,3,3,3,Often,few hours a day,5,22,1,male,city,False
5,5,5,5,1,1,3,3,Often,less than an hour a day,2,21,2,female,city,False
3,1,5,3,2,1,1,2,Often,few hours a day,3,24,1,female,city,False
5,1,3,5,5,3,1,2,Often,few hours a day,4,19,1,male,city,False
4,1,4,2,1,3,1,2,Often,few hours a day,2,18,1,male,city,False
3,1,2,4,1,NaN,2,2,Often,less than an hour a day,5,19,2,female,village,False
4,1,5,4,1,5,5,2,Often,less than an hour a day,4,22,1,female,city,False
5,5,5,4,1,1,5,1,Often,few hours a day,1,21,1,female,city,True
4,4,5,2,3,3,3,2,Often,few hours a day,4,24,1,female,village,False
5,4,5,4,2,5,5,3,Often,few hours a day,4,21,2,female,city,False
5,1,5,2,1,4,3,2,Often,few hours a day,4,19,2,female,city,True
5,1,5,5,1,5,3,3,Often,few hours a day,1,19,0,female,city,True
4,3,5,5,4,2,2,4,Often,few hours a day,2,24,3,male,city,False
5,2,5,4,1,5,3,2,Often,less than an hour a day,2,20,1,female,city,True
5,1,5,3,1,2,2,3,Often,few hours a day,4,22,2,female,village,True
3,3,4,3,2,5,1,2,Often,few hours a day,2,23,0,female,city,True
5,1,5,1,1,1,5,2,Often,few hours a day,5,18,4,female,village,False
5,1,4,2,2,3,2,3,Often,few hours a day,3,21,1,male,city,False
5,4,5,3,1,1,1,3,Often,few hours a day,2,16,1,female,city,False
5,1,5,1,3,4,1,3,Often,few hours a day,3,20,1,female,village,False
5,4,4,3,3,1,2,2,Often,few hours a day,1,21,3,female,village,False
5,2,3,1,1,5,1,4,Often,less than an hour a day,4,16,2,female,village,True
NaN,2,3,3,2,4,5,2,Often,few hours a day,2,19,2,female,city,False
5,1,5,5,1,5,5,3,Often,few hours a day,4,20,2,female,city,False
5,2,5,2,1,2,5,2,Often,few hours a day,3,16,0,female,city,False
4,1,5,3,4,5,3,5,Often,few hours a day,5,22,2,female,village,False
5,1,5,4,1,2,4,5,Often,few hours a day,4,24,1,female,city,False
5,1,3,4,3,1,5,2,Often,less than an hour a day,2,16,NaN,female,village,True
5,4,5,1,5,4,5,2,Often,few hours a day,5,17,1,male,city,False
4,1,4,2,1,3,1,1,Often,less than an hour a day,4,20,1,female,city,False
5,1,5,5,1,4,1,1,Often,few hours a day,3,21,2,male,village,False
5,1,5,3,4,2,1,3,Often,few hours a day,4,27,3,male,village,False
5,4,4,4,2,3,2,3,Often,less than an hour a day,5,20,1,male,city,False
5,1,5,3,1,5,1,5,Often,few hours a day,1,21,2,male,city,False
5,1,5,5,1,5,2,3,Often,few hours a day,2,18,2,female,city,False
5,1,5,2,1,3,3,1,Often,few hours a day,2,20,2,female,city,True
5,3,3,2,4,5,5,2,Often,most of the day,3,20,1,female,city,True
5,1,4,2,1,5,3,3,Often,less than an hour a day,3,29,2,female,city,True
5,1,4,1,1,1,3,2,Often,few hours a day,5,24,3,female,village,False
5,4,5,5,1,1,2,2,Often,few hours a day,2,19,0,female,city,False
5,4,5,3,2,5,5,2,Often,few hours a day,3,17,2,female,city,False
5,1,5,3,5,5,5,3,Often,few hours a day,4,16,1,female,village,False
5,1,5,4,2,3,3,4,Often,few hours a day,3,18,1,female,city,False
5,1,5,4,5,5,1,2,Often,few hours a day,4,21,1,male,village,False
5,1,5,3,3,5,2,3,Often,less than an hour a day,4,19,4,female,city,True
5,4,5,3,2,2,4,3,Often,most of the day,3,25,1,male,city,False
5,3,4,1,3,5,5,3,Often,few hours a day,2,21,0,male,city,False
5,2,5,5,1,4,4,1,Often,few hours a day,1,20,1,male,village,True
5,2,5,4,3,4,3,3,Often,less than an hour a day,3,19,1,female,village,False
5,4,4,3,2,3,3,3,Often,few hours a day,3,19,2,female,city,True
5,3,5,2,2,2,1,2,Often,less than an hour a day,3,19,1,male,city,False
5,5,3,1,2,5,3,4,Often,few hours a day,3,19,1,male,city,False
5,2,5,5,3,2,5,3,Often,few hours a day,3,18,0,female,city,False
5,4,4,3,1,5,1,3,Often,few hours a day,3,19,0,female,city,False
5,2,5,3,1,3,5,2,Often,few hours a day,3,20,1,female,city,False
5,1,5,4,5,4,1,3,Often,few hours a day,2,28,1,male,city,False
5,2,5,5,1,4,5,3,Often,few hours a day,1,17,1,female,village,True
4,2,4,3,5,2,5,4,Often,few hours a day,4,16,1,female,city,False
5,1,4,4,1,1,5,3,Often,few hours a day,1,20,1,male,city,False
5,4,4,2,1,3,3,3,Often,less than an hour a day,3,21,1,male,city,False
5,2,5,3,2,3,5,2,Often,less than an hour a day,4,20,2,male,village,False
5,4,4,3,2,5,3,4,Often,most of the day,2,28,1,female,city,True
5,4,5,1,3,5,1,3,Often,few hours a day,3,19,2,male,city,True
5,5,4,1,3,5,5,3,Often,few hours a day,4,22,1,female,city,False
5,1,5,2,1,5,4,3,Often,few hours a day,3,20,0,female,village,False
5,4,5,5,3,3,1,3,Often,few hours a day,5,20,0,male,village,False
5,3,5,4,1,5,5,3,Often,few hours a day,2,16,0,female,city,True
5,1,4,5,1,5,2,2,Often,few hours a day,2,18,1,female,city,False
5,2,5,1,2,3,2,3,Often,few hours a day,3,18,1,female,city,False
5,1,4,2,3,5,2,2,Often,few hours a day,5,22,3,female,city,False
5,4,4,5,1,5,2,3,Often,less than an hour a day,4,19,1,male,village,False
5,3,5,4,4,4,1,1,Often,few hours a day,3,19,0,female,city,False
5,3,5,1,1,1,3,4,Often,most of the day,3,23,1,female,city,False
5,1,5,5,2,4,1,3,Often,most of the day,3,22,1,male,city,False
4,2,5,5,2,5,4,3,Often,less than an hour a day,4,19,2,male,city,False
5,4,4,3,1,5,2,4,Often,less than an hour a day,4,18,1,female,city,False
5,4,5,4,2,2,1,1,Often,few hours a day,3,17,1,female,village,False
5,2,3,3,4,4,2,2,Often,few hours a day,3,18,1,female,village,False
4,2,5,1,3,1,5,2,Often,few hours a day,4,20,1,female,village,False
4,1,4,4,4,2,3,3,Often,few hours a day,3,24,2,female,city,True
5,2,5,5,2,1,1,1,Often,less than an hour a day,4,17,1,female,city,False
4,3,4,3,3,2,3,4,Often,few hours a day,4,NaN,2,female,village,False
5,2,2,2,4,1,4,4,Often,few hours a day,3,16,0,female,city,False
4,3,5,2,1,2,2,3,Often,less than an hour a day,4,19,0,female,city,False
5,1,5,1,4,5,2,3,Often,most of the day,3,21,1,female,village,True
4,1,5,3,3,5,5,2,Often,few hours a day,4,21,0,female,city,False
5,3,5,1,3,5,5,1,Often,less than an hour a day,3,28,2,female,city,False
5,3,4,3,2,3,2,1,Often,less than an hour a day,4,20,1,male,village,False
4,3,5,5,3,2,2,1,Often,few hours a day,4,20,2,male,city,False
5,1,4,2,1,1,1,2,Often,few hours a day,4,20,1,female,village,True
5,1,5,4,1,5,5,2,Often,few hours a day,3,20,1,female,city,False
4,3,4,5,3,1,1,4,Often,few hours a day,3,18,3,female,village,False
4,2,4,5,2,3,3,3,Often,few hours a day,3,20,1,female,city,True
5,4,5,4,3,1,1,1,Often,few hours a day,4,19,1,male,city,False
5,1,4,3,1,1,3,2,Often,few hours a day,2,21,1,female,city,False
5,1,4,2,1,5,5,3,Often,few hours a day,2,18,1,female,city,False
5,4,5,5,1,4,3,4,Often,few hours a day,2,18,1,male,city,False
5,2,5,5,1,3,5,2,Often,few hours a day,2,18,0,female,city,False
4,5,5,2,5,3,3,3,Often,few hours a day,5,19,2,male,village,True
5,3,5,2,2,5,4,4,Often,few hours a day,4,18,2,female,city,False
5,2,5,3,1,5,5,5,Often,less than an hour a day,4,21,3,female,village,False
5,3,5,5,1,5,1,4,Often,most of the day,3,25,1,male,city,False
4,1,4,4,2,2,1,3,Often,few hours a day,5,19,1,female,village,True
5,5,5,3,5,5,3,2,Often,few hours a day,3,19,1,male,village,True
5,1,5,2,4,4,2,4,Often,most of the day,3,18,3,female,city,False
5,1,5,4,5,2,2,4,Often,few hours a day,3,23,1,female,city,True
5,2,5,5,1,3,5,3,Often,few hours a day,5,19,2,female,city,True
5,4,4,1,1,1,5,1,Often,few hours a day,5,22,1,female,village,False
5,1,5,2,4,4,2,3,Often,few hours a day,4,19,2,male,city,False
5,1,5,5,1,3,5,3,Often,few hours a day,5,19,2,female,city,False
5,1,5,3,1,3,4,2,Often,few hours a day,4,20,0,male,village,False
2,2,5,3,2,1,4,4,Often,few hours a day,4,20,2,male,city,True
5,2,5,2,2,4,2,1,Often,few hours a day,2,19,1,male,city,False
5,1,5,3,5,5,1,1,Often,few hours a day,2,21,1,female,village,False
5,3,5,2,3,1,3,2,Often,most of the day,2,22,6,male,village,False
5,3,5,5,1,3,1,3,Often,few hours a day,5,20,2,male,village,True
5,4,5,4,3,5,2,4,Often,few hours a day,3,19,2,female,city,False
5,NaN,5,3,1,5,1,3,Often,few hours a day,4,18,1,female,NaN,False
5,2,5,2,2,4,4,3,Often,most of the day,4,20,2,female,city,False
5,1,5,2,4,1,1,3,Often,few hours a day,3,19,1,female,city,False
5,2,5,5,3,5,4,5,Often,few hours a day,2,20,2,female,city,True
5,3,5,2,1,5,5,4,Often,few hours a day,1,21,1,female,city,False
4,4,1,1,1,1,5,3,Often,less than an hour a day,3,16,1,female,city,False
5,1,5,5,3,3,1,3,Often,few hours a day,2,22,1,male,city,True
5,1,5,2,1,5,5,2,Often,few hours a day,1,20,1,female,city,True
5,3,5,4,5,5,2,2,Often,few hours a day,2,20,2,female,city,False
5,2,5,3,3,3,2,3,Often,few hours a day,3,25,2,male,city,False
5,5,5,5,1,1,1,3,Often,few hours a day,3,22,1,male,city,False
5,4,5,3,3,5,2,3,Often,few hours a day,3,21,2,female,city,False
5,4,5,4,1,5,5,2,Often,few hours a day,2,21,0,female,village,False
5,3,5,4,4,2,2,2,Often,few hours a day,2,19,1,male,city,False
5,1,5,2,5,1,5,5,Often,few hours a day,4,19,2,female,city,True
5,5,5,5,5,5,2,2,Often,few hours a day,3,20,2,male,village,False
5,4,NaN,3,2,3,3,3,Often,few hours a day,3,21,1,female,city,True
5,3,5,3,2,5,4,4,Often,few hours a day,3,19,0,female,village,True
5,1,5,4,1,5,NaN,3,Often,less than an hour a day,3,30,1,female,village,False
5,4,5,3,4,5,5,4,Often,few hours a day,4,15,1,female,city,True
5,3,5,5,2,3,3,3,Often,few hours a day,3,19,2,female,city,False
5,2,5,4,1,5,5,3,Often,no time at all,3,19,3,female,village,False
5,4,5,1,1,4,5,3,Often,few hours a day,2,21,1,female,village,False
5,2,5,1,1,1,1,3,Often,few hours a day,4,20,0,female,city,False
5,3,5,3,1,5,1,3,Often,few hours a day,4,21,0,female,city,False
5,1,3,5,2,5,3,4,Often,few hours a day,3,23,1,female,city,False
5,3,5,3,2,2,4,3,Often,most of the day,3,25,1,female,city,False
5,1,4,1,3,3,1,2,Often,less than an hour a day,3,18,1,male,city,False
5,1,5,2,2,3,3,3,Often,few hours a day,5,20,2,female,city,False
5,3,NaN,4,4,5,2,3,Often,few hours a day,3,18,1,male,city,False
5,4,4,3,3,5,2,3,Often,few hours a day,3,22,2,female,city,False
5,3,4,3,3,3,4,5,Often,few hours a day,3,19,1,female,city,False
5,1,5,3,1,2,2,2,Often,few hours a day,4,28,1,female,village,False
5,1,5,5,1,2,3,2,Often,few hours a day,3,20,1,female,village,False
5,2,5,4,4,1,1,4,Often,few hours a day,4,18,1,female,city,True
5,1,5,3,4,4,3,4,Often,few hours a day,2,19,1,female,city,False
5,1,5,3,3,1,5,4,Often,few hours a day,4,18,2,female,city,False
5,4,5,1,3,1,4,4,Often,few hours a day,3,19,1,female,village,False
NaN,1,5,4,4,1,1,5,Often,few hours a day,5,17,0,female,city,False
5,5,5,3,3,4,3,4,Often,few hours a day,5,20,1,female,village,False
5,3,5,3,3,5,4,2,Often,less than an hour a day,5,25,0,female,village,True
5,1,5,3,1,5,2,2,Often,few hours a day,2,18,2,male,village,False
5,1,5,1,1,3,5,1,Often,few hours a day,3,20,1,female,village,False
5,3,5,2,2,5,1,4,Often,few hours a day,2,18,2,male,village,False
5,1,5,2,2,1,2,5,Often,few hours a day,4,24,1,female,city,True
4,1,5,3,5,2,2,1,Often,few hours a day,4,20,1,female,city,False
5,3,5,2,1,5,1,5,Often,few hours a day,3,25,1,NaN,village,False
5,2,3,2,3,2,1,5,Often,few hours a day,4,21,1,female,village,True
4,2,5,5,2,1,1,3,Often,few hours a day,4,18,2,female,city,True
4,2,5,3,3,5,1,3,Often,few hours a day,5,20,2,female,village,False
5,3,5,4,4,5,1,1,Often,few hours a day,3,22,1,female,village,False
4,3,3,2,4,1,1,2,Often,few hours a day,1,21,5,male,village,False
5,2,4,4,3,4,5,2,Often,few hours a day,3,19,1,female,village,False
5,1,5,2,2,5,1,3,Often,few hours a day,5,19,0,female,village,False
5,5,5,5,3,5,3,3,Often,few hours a day,4,21,1,female,city,False
5,2,5,3,2,1,2,3,Often,few hours a day,3,21,0,female,city,False
4,1,3,1,5,5,4,4,Often,few hours a day,5,18,1,female,village,True
1,1,5,5,3,5,1,2,Often,less than an hour a day,3,19,0,female,city,False
5,1,5,5,3,1,5,3,Often,few hours a day,NaN,18,1,female,city,False
3,1,5,3,1,2,NaN,3,Often,less than an hour a day,5,21,0,female,city,False
5,1,5,3,1,5,2,3,Often,few hours a day,5,22,0,female,village,False
5,1,5,5,2,1,2,5,Often,less than an hour a day,5,20,1,female,city,True
4,1,5,3,4,1,4,5,Often,few hours a day,4,21,0,male,city,False
5,1,5,5,1,5,5,4,Often,few hours a day,4,20,1,female,city,True
5,4,5,2,1,5,2,2,Often,few hours a day,3,18,1,female,city,False
4,5,5,1,1,3,5,5,Often,most of the day,3,20,3,NaN,city,False
5,1,5,2,1,4,4,3,Often,few hours a day,3,22,0,female,city,True
5,1,5,5,1,1,3,5,Often,most of the day,3,23,0,female,city,True
4,2,5,4,3,4,3,2,Often,less than an hour a day,3,17,1,male,city,False
2,1,1,1,3,2,1,3,Often,few hours a day,1,22,0,male,city,False
5,3,5,2,2,2,1,3,Often,few hours a day,1,20,0,male,city,False
5,1,5,3,1,4,5,2,Often,few hours a day,3,22,1,female,city,False
5,3,5,4,1,5,5,4,Often,most of the day,2,18,1,female,city,False
5,5,3,4,3,2,3,1,Often,most of the day,3,23,2,male,village,False
4,1,5,5,2,3,1,2,Often,few hours a day,4,20,1,male,city,False
4,4,3,5,5,3,1,3,Often,few hours a day,4,18,2,male,city,False
5,1,5,2,1,1,3,3,Often,few hours a day,3,19,1,male,city,False
5,1,5,3,1,1,1,3,Often,less than an hour a day,3,19,1,female,village,False
5,2,5,1,5,4,5,3,Often,few hours a day,3,21,1,female,city,True
4,1,5,2,2,4,1,4,Often,few hours a day,4,22,1,male,village,False
5,1,5,3,2,5,5,1,Often,less than an hour a day,3,21,1,male,village,False
5,3,5,5,1,1,1,2,Often,few hours a day,4,18,2,female,city,False
5,2,5,2,1,1,1,3,Often,few hours a day,4,21,1,female,city,True
4,1,5,4,5,5,4,4,Often,few hours a day,4,25,1,female,city,False
5,1,5,3,1,5,3,2,Often,few hours a day,3,18,1,female,village,True
5,2,5,3,1,5,4,3,Often,few hours a day,4,21,1,female,city,False
5,3,4,5,5,2,3,3,Often,less than an hour a day,5,29,2,male,village,False
4,2,5,2,4,4,1,4,Often,few hours a day,3,19,0,male,city,False
5,4,5,3,2,1,4,3,Often,few hours a day,3,19,2,female,city,False
5,1,5,5,1,2,1,3,Often,few hours a day,5,19,1,female,city,True
5,3,5,4,3,5,1,3,Often,few hours a day,3,19,2,male,village,False
5,5,4,5,3,5,1,3,Often,few hours a day,4,23,1,male,village,False
5,2,5,4,2,5,2,2,Often,few hours a day,4,18,2,female,village,False
4,3,4,3,4,5,1,5,Often,most of the day,4,22,0,male,city,False
4,1,5,4,1,2,1,4,Often,few hours a day,1,20,1,female,city,False
4,1,4,4,1,2,3,3,Often,less than an hour a day,3,25,1,female,city,False
5,3,5,5,1,4,3,1,Often,few hours a day,1,24,2,male,village,False
5,2,5,4,1,5,1,3,Often,few hours a day,2,18,0,NaN,village,False
5,4,4,4,3,4,1,3,Often,few hours a day,2,17,1,male,village,True
5,3,5,2,1,5,3,3,Often,few hours a day,1,20,0,female,city,False
5,2,4,3,2,2,4,2,Often,few hours a day,3,19,1,female,village,False
5,1,5,5,5,1,1,4,Always,few hours a day,3,18,3,female,city,True
5,3,3,2,1,1,4,2,Always,few hours a day,3,22,1,female,city,True
5,1,4,3,1,2,1,2,Always,less than an hour a day,1,29,2,female,village,False
5,5,5,3,4,1,3,2,Always,few hours a day,3,20,1,female,village,True
5,1,4,3,5,1,1,1,Always,less than an hour a day,5,19,3,female,city,False
5,1,5,2,2,3,2,3,Always,few hours a day,4,21,0,female,city,False
5,5,5,3,2,5,3,5,Always,few hours a day,1,19,3,female,city,False
5,1,5,5,5,5,1,1,Always,few hours a day,5,22,2,male,city,False
2,1,3,4,3,3,3,2,Always,no time at all,5,NaN,1,female,village,False
5,5,5,5,4,5,5,3,Always,few hours a day,3,23,2,male,village,True
3,1,4,5,3,4,4,4,Always,less than an hour a day,5,26,3,female,village,False
5,4,5,4,1,3,5,3,Always,few hours a day,3,19,1,female,city,False
5,5,1,5,1,1,1,1,Always,few hours a day,3,18,1,female,village,True
5,1,4,1,3,1,3,3,Always,less than an hour a day,4,20,3,female,city,False
5,2,5,3,2,5,1,4,Always,few hours a day,5,22,1,female,city,False
5,4,5,4,3,4,4,2,Always,most of the day,4,25,2,female,city,False
5,4,5,1,2,3,4,4,Always,less than an hour a day,3,19,1,female,village,True
5,5,5,5,1,3,1,5,Always,few hours a day,4,25,1,male,village,False
5,5,5,4,5,5,3,5,Always,few hours a day,1,19,0,female,city,False
5,1,5,4,3,5,5,2,Always,few hours a day,5,18,1,female,city,False
5,2,3,3,2,3,2,5,Always,less than an hour a day,4,28,2,female,city,True
4,1,5,3,4,5,4,2,Always,few hours a day,4,18,3,female,village,True
5,1,5,4,3,4,5,3,Always,few hours a day,2,21,3,female,city,True
5,5,3,3,1,1,4,5,Always,few hours a day,1,19,3,male,city,False
3,4,4,1,4,4,3,4,Always,few hours a day,5,19,2,male,village,False
5,5,5,5,1,5,5,5,Always,few hours a day,1,21,0,female,city,False
5,3,5,3,1,3,5,1,Always,few hours a day,3,18,1,female,city,False
5,5,5,4,5,3,1,3,Always,few hours a day,1,20,2,male,city,False
5,1,4,3,1,1,1,3,Always,most of the day,3,19,1,female,city,True
5,1,5,3,3,5,1,3,Always,few hours a day,4,30,4,female,village,False
5,1,5,4,3,2,1,3,Always,few hours a day,4,22,2,male,city,True
3,1,4,4,1,5,2,2,Always,less than an hour a day,3,19,1,female,city,False
5,1,3,1,1,4,1,1,Always,less than an hour a day,1,18,1,female,city,False
5,3,5,5,5,5,5,5,Always,most of the day,1,21,1,male,village,False
5,4,5,5,2,1,4,2,Always,few hours a day,4,22,0,male,city,True
5,2,4,5,3,5,3,3,Always,few hours a day,3,16,1,female,city,False
5,2,5,3,2,2,4,1,Always,few hours a day,3,20,1,female,city,False
5,1,5,3,2,2,4,5,Always,few hours a day,3,20,0,female,city,False
5,3,5,3,1,1,3,4,Always,most of the day,3,20,3,male,village,True
2,4,5,3,4,2,1,3,Always,few hours a day,4,24,2,male,city,False
5,3,5,1,5,1,1,3,Always,most of the day,4,19,1,male,city,False
5,2,5,3,1,2,2,5,Always,most of the day,1,19,0,female,city,True
5,2,4,4,3,4,2,5,Always,few hours a day,5,19,1,female,city,False
4,4,4,5,1,4,1,1,Always,few hours a day,4,16,1,female,village,False
5,1,5,3,4,5,5,2,Always,few hours a day,5,18,1,female,city,False
5,1,5,3,1,2,5,3,Always,few hours a day,3,19,1,male,city,True
5,4,5,5,1,5,5,3,Always,few hours a day,3,22,2,male,city,False
5,1,5,5,1,5,5,2,Always,few hours a day,5,21,1,female,city,True
5,2,5,4,4,1,5,3,Always,few hours a day,4,19,1,male,city,True
5,3,5,3,4,4,3,1,Always,few hours a day,4,20,1,female,city,True
3,1,3,1,1,2,1,5,Always,most of the day,3,23,0,male,city,True
5,2,5,3,1,5,4,2,Always,few hours a day,5,20,0,female,city,True
5,1,5,2,1,3,1,4,Always,few hours a day,4,20,4,female,village,True
5,2,2,4,3,1,3,5,Always,few hours a day,4,NaN,NaN,NaN,village,False
5,3,5,2,1,2,4,3,Always,few hours a day,3,17,1,male,city,False
5,5,5,5,1,NaN,1,2,Always,less than an hour a day,NaN,26,1,male,city,True
5,1,5,5,5,5,5,3,NaN,few hours a day,3,18,1,female,city,False
5,1,4,1,2,5,4,2,NaN,less than an hour a day,3,19,1,female,NaN,False
